Cause	Outcome	Cause name	Outcome name	Number of mentions	Phi correlation coeff	Dependence	Date of diagnosis	GPT4	score
A17	G93.2	tuberculosis	benign intracranial hypertension	2	0.0	0	0	1	0.4
A17	K31.5	tuberculosis	duodenal obstruction	3	0.0	0	0	1	0.4
A17	G51.0	tuberculosis	facial paralysis	3	0.0	0	1.0	0	0.4
A17	J94.8	tuberculosis	hydrothorax	3	0.0	0	0	1	0.4
A17	G82.2	tuberculosis	paraplegia	5	0.0	0	1.0	0	0.4
A17	J98.51	tuberculosis	mediastinitis	2	NA	0	0	1	0.4
A17	M79.3	tuberculosis	panniculitis	2	0.0	0	0	1	0.4
A17	N12	tuberculosis	interstitial nephritis	5	0.0	0	0	1	0.4
A17	D73.3	tuberculosis	splenic abscess	4	0.0	0	0	1	0.4
A17	N19	tuberculosis	renal failure	2	0.0	0	0	1	0.4
A17	I31.3	tuberculosis	pericardial effusion	3	0.0	0	0.0	1	0.4
A17	E16.2	tuberculosis	hypoglycemia	1	0.0	0	1.0	1	0.4
A17	H20.9	tuberculosis	uveitis	6	0.0	0	0	1	0.4
A17	G56.0	tuberculosis	carpal tunnel syndrome	3	-0.001	0	1.0	0	0.4
A17	D64.9	tuberculosis	anemia	1	0.002	0	0.6666666666666666	1	0.34040000000000004
A17	E27.1	tuberculosis	addison 's disease	15	0.0	0	0	0	0.2
A17	E83.52	tuberculosis	hypercalcemia	3	NA	0	0	0	0.2
A17	I72	tuberculosis	aneurysms	5	0.0	0	0	0	0.2
A17	E85	tuberculosis	amyloidosis	7	0.0	0	0	0	0.2
A17	I89.8	tuberculosis	chylous ascites	1	0.0	0	0	1	0.2
A17	I27.81	tuberculosis	cor pulmonale	2	NA	0	0	0	0.2
A17	H16	tuberculosis	keratitis	1	0.0	0	0	1	0.2
A17	K83.3	tuberculosis	choledochoduodenal fistula	1	0.0	0	0	1	0.2
A17	E27.2	tuberculosis	addisonian crisis	2	0.0	0	0	0	0.2
A17	K76.6	tuberculosis	portal hypertension	1	0.0	0	0	1	0.2
A17	D76.1	tuberculosis	hemophagocytic syndrome	4	0.0	0	0	0	0.2
A17	D75.81	tuberculosis	myelofibrosis	1	NA	0	0	1	0.2
A17	J43.8	tuberculosis	pulmonary emphysema	1	0.0	0	0	1	0.2
A17	D61.81	tuberculosis	pancytopenia	1	NA	0	0	1	0.2
A17	L03.213	tuberculosis	periorbital cellulitis	1	NA	0	0	1	0.2
A17	N18.6	tuberculosis	end-stage renal disease	1	NA	0	0	1	0.2
A17	J38.6	tuberculosis	laryngostenosis	1	0.0	0	0	1	0.2
A17	K73.9	tuberculosis	hepatitis	1	0.0	0	0	1	0.2
A17	K13.0	tuberculosis	cheilitis	1	0.0	0	0	1	0.2
A17	E23.2	tuberculosis	diabetes insipidus	1	0.0	0	0	1	0.2
A17	N16	tuberculosis	pyelonephritis	1	0.0	0	0	1	0.2
A17	M02.3	tuberculosis	reactive arthritis	1	0.0	0	0	1	0.2
A17	M70.6	tuberculosis	trochanteric bursitis	1	0.0	0	0	1	0.2
A17	H30.9	tuberculosis	chorioretinitis	4	0.0	0	0	0	0.2
A17	I71.9	tuberculosis	aortic aneurysm	1	0.0	0	0	1	0.2
A17	E85.3	tuberculosis	secondary amyloidosis	2	0.0	0	0	0	0.2
A17	H66.9	tuberculosis	otitis media	1	0.0	0	0	1	0.2
A17	H46	tuberculosis	optic neuritis	1	0.0	0	0	1	0.2
A17	N91.1	tuberculosis	secondary amenorrhea	2	0.0	0	0	0	0.2
A17	D72.1	tuberculosis	eosinophilia	2	0.0	0	0	0	0.2
A17	H34.81	tuberculosis	central retinal vein occlusion	1	NA	0	0	1	0.2
A17	H35.71	tuberculosis	central serous chorioretinopathy	1	NA	0	0	1	0.2
A17	J93.1	tuberculosis	pneumothorax	1	0.0	0	0	1	0.2
A17	J05.10	tuberculosis	acute epiglottitis	1	NA	0	0	1	0.2
A17	J47	tuberculosis	bronchiectasis	1	0.0	0	0	1	0.2
A17	J93.12	tuberculosis	secondary spontaneous pneumothorax	1	NA	0	0	1	0.2
A17	I87.1	tuberculosis	vena cava syndrome	1	0.0	0	0	0	0.0
A17	B44	tuberculosis	aspergillosis	1	0.0	0	0	0	0.0
A17	H05.20	tuberculosis	proptosis	1	NA	0	0	0	0.0
A17	K31.1	tuberculosis	pyloric stenosis	1	0.0	0	0	0	0.0
A17	M77.9	tuberculosis	tendinitis	1	0.0	0	0	0	0.0
A17	E23.0	tuberculosis	hypopituitarism	1	0.0	0	0	0	0.0
A17	G82.5	tuberculosis	quadriplegia	1	0.0	0	0	0	0.0
A17	S12.8	tuberculosis	trachea	1	0.0	0	0	0	0.0
A17	K50.1	tuberculosis	crohn disease	1	0.0	0	0	0	0.0
A17	A69.22	tuberculosis	polyneuropathy	1	NA	0	0	0	0.0
A17	H33.2	tuberculosis	retinal detachment	1	0.0	0	0	0	0.0
A17	M43.1	tuberculosis	spondylolisthesis	1	0.0	0	0	0	0.0
A17	Q43.0	tuberculosis	meckel 's diverticulum	1	0.0	0	0	0	0.0
A17	L60.3	tuberculosis	nail dystrophy	1	0.0	0	0	0	0.0
A17	L04	tuberculosis	lymphadenitis	1	0.0	0	0	0	0.0
A17	L40.1	tuberculosis	acrodermatitis continua of hallopeau	1	0.0	0	0	0	0.0
G03	G91	meningitis	hydrocephalus	8	0.037	1	0.7368421052631579	1	0.7547684210526315
G03	H47.1	meningitis	papilledema	2	0.01	1	0.6666666666666666	1	0.7357333333333334
G03	G95.9	meningitis	myelopathy	3	0.006	1	0.0	1	0.6012
G03	G95.0	meningitis	syringomyelia and syringobulbia	1	0.025	1	0.6	1	0.5279157894736842
G03	I42	meningitis	cardiomyopathy	2	-0.001	0	0.5	1	0.5018
G03	M54.5	meningitis	low back pain	1	0.012	1	0.45454545454545453	1	0.5
G03	G91.0	meningitis	communicating hydrocephalus	1	0.028	1	0.4	1	0.4980339656729901
G03	J86	meningitis	empyema	1	0.004	0	1.0	1	0.40140000000000003
G03	G40.909	meningitis	epilepsies	2	NA	0	0	1	0.4
G03	H90.5	meningitis	sensorineural hearing loss	2	0.0	0	0	1	0.4
G03	I67.9	meningitis	cerebrovascular disorders	1	-0.001	0	0.6	1	0.3291054263565891
G03	G80	meningitis	cerebral palsy	1	0.0	0	0	1	0.2
J80	J96.0	adult respiratory distress syndrome	acute respiratory failure	24	0.054	1	1.0	1	0.8108
J80	J81	adult respiratory distress syndrome	pulmonary edema	3	0.034	1	0.8076923076923077	1	0.7683384615384616
J80	I27.20	adult respiratory distress syndrome	pulmonary hypertension	2	NA	0	0	1	0.4
J80	J84.10	adult respiratory distress syndrome	postinflammatory pulmonary fibrosis	1	NA	0	0	1	0.2
J96.0	G93.9	acute respiratory failure	brain diseases	2	0.005	1	1.0	1	0.8009999999999999
J96.0	I46	acute respiratory failure	cardiac arrest	3	0.041	1	0.8974358974358975	1	0.7876871794871796
I10	N18.9	hypertension	chronic renal disease	16	0.13	1	0.9228747864932335	1	0.8105749572986467
I10	I51.7	hypertension	cardiomegaly	27	0.114	1	0.8989762119843421	1	0.8025952423968685
I10	I67.9	hypertension	cerebrovascular disorders	17	0.07	1	0.9155925155925156	1	0.7971185031185031
I10	I70	hypertension	atheroma	6	0.081	1	0.8790697674418605	1	0.7920139534883721
I10	I51.9	hypertension	heart disease	4	0.051	1	0.889920424403183	1	0.7881840848806365
I10	N08	hypertension	kidney disease	12	0.047	1	0.8858173076923077	1	0.7865634615384616
I10	I21	hypertension	myocardial infarction	2	0.163	1	0.7165290739411343	1	0.775905814788227
I10	N19	hypertension	renal failure	29	0.068	1	0.7926494788809655	1	0.7721298957761931
I10	I12	hypertension	nephrosclerosis	3	0.1	1	0.7447864945382324	1	0.7689572989076465
I10	I11	hypertension	hypertensive heart disease	2	0.032	1	0.78419452887538	1	0.7632389057750759
I10	I51.4	hypertension	myocarditis	3	0.011	1	0.7614678899082569	1	0.7544935779816513
I10	I50.9	hypertension	congestive heart failure	1	0.095	1	0.9213149522799576	1	0.6038000000000001
I10	I71	hypertension	aortic aneurysms and dissections	1	0.082	1	0.883357041251778	1	0.5965151832460733
I10	G62.9	hypertension	neuropathy	1	0.05	1	0.8789873417721519	1	0.5879142857142858
I10	H54	hypertension	blindness	1	0.042	1	0.8729559748427673	1	0.5841777777777778
I10	I71.9	hypertension	aortic aneurysm	1	0.034	1	0.879646017699115	1	0.5836
I10	G93.9	hypertension	brain diseases	2	0.012	1	0.899581589958159	0	0.5832
I10	D61.9	hypertension	aplastic anemia	1	0.023	1	0.8833865814696485	1	0.5822
I10	N28.9	hypertension	renal insufficiency	3	0.039	1	0.8504435994930292	0	0.5786491803278688
I10	I42	hypertension	cardiomyopathy	1	0.059	1	0.8102010789602746	1	0.5751811845199915
I10	J81	hypertension	pulmonary edema	1	0.037	1	0.8225352112676056	1	0.5729324808184144
I10	R80	hypertension	proteinuria	1	0.029	1	0.7819025522041764	1	0.5636000000000001
I10	I42.0	hypertension	dilated cardiomyopathy	3	0.043	1	0.7437759336099585	0	0.5584687116564417
I10	M31.1	hypertension	thrombotic microangiopathy	2	0.005	1	0.6	0	0.5247302325581396
I10	N18.6	hypertension	end-stage renal disease	35	NA	0	0	1	0.4
I10	I67.83	hypertension	posterior reversible encephalopathy syndrome	4	NA	0	0	1	0.4
I10	I50.22	hypertension	chronic systolic heart failure	2	NA	0	0	1	0.4
I10	I50.30	hypertension	diastolic heart failure	2	NA	0	0	1	0.4
I10	T78.3	hypertension	angioedema	1	0.022	1	0.8451178451178452	0	0.38393333333333335
I10	H93.1	hypertension	tinnitus	1	0.021	1	0.800771208226221	0	0.37260929432013773
I10	O15	hypertension	eclampsia	1	-0.001	0	0.5	1	0.3014
I10	H35.02	hypertension	exudative retinopathy	1	NA	0	0	1	0.2
I10	J98.11	hypertension	atelectasis	1	NA	0	0	1	0.2
I10	I50.81	hypertension	right heart failure	1	NA	0	0	1	0.2
I10	I67.82	hypertension	cerebral ischemia	1	NA	0	0	1	0.2
I10	I25.10	hypertension	coronary artery disease	1	NA	0	0	1	0.2
I10	A24.0	hypertension	malleus	1	NA	0	0	0	0.0
I10	E88.81	hypertension	metabolic syndrome	1	NA	0	0	0	0.0
I10	T78.40	hypertension	hypersensitivity	1	NA	0	0	0	0.0
N18.9	D64.9	chronic renal disease	anemia	39	0.128	1	0.5582047685834503	1	0.7376
N18.9	N19	chronic renal disease	renal failure	2	0.189	1	0.49030172413793105	1	0.7359777777777778
N18.9	E21.2	chronic renal disease	tertiary hyperparathyroidism	2	0.044	1	0.9285714285714286	0	0.5979692307692308
N18.9	I67.4	chronic renal disease	hypertensive encephalopathy	1	0.021	1	0.8	1	0.5646815450643777
N18.9	N28.9	chronic renal disease	renal insufficiency	1	0.105	1	0.5947521865889213	1	0.542313432835821
N18.9	G62.9	chronic renal disease	neuropathy	1	0.055	1	0.6198547215496368	1	0.5367333333333333
N18.9	R80	chronic renal disease	proteinuria	1	0.069	1	0.44623655913978494	1	0.5079217391304348
N18.9	M89.9	chronic renal disease	bone disease	1	0.004	1	0.4	1	0.4934507505360972
K74.5	K72.1	primary biliary cirrhosis	end-stage liver disease	6	0.049	1	1.0	1	0.8098000000000001
K74.5	C22.0	primary biliary cirrhosis	hepatocellular carcinoma	2	0.022	1	1.0	1	0.8044
K74.5	K83.1	primary biliary cirrhosis	cholestasis	3	0.025	1	0.3333333333333333	1	0.679
K74.5	K76.6	primary biliary cirrhosis	portal hypertension	1	0.066	1	0.6388888888888888	0	0.34817931034482763
K74.5	G93.9	primary biliary cirrhosis	brain diseases	1	0.0	0	0	1	0.2
K72.1	J80	end-stage liver disease	adult respiratory distress syndrome	1	0.016	1	1.0	1	0.6036
K72.1	K76.6	end-stage liver disease	portal hypertension	1	0.059	1	0.5263157894736842	1	0.521
K82.3	K56.3	cholecystoduodenal fistula	gallstone ileus	2	0.049	1	1.0	1	0.8098000000000001
K56.3	K25	gallstone ileus	gastric ulcer	1	0.004	0	0.75	0	0.1998
A48.1	J80	legionella	adult respiratory distress syndrome	3	0.043	1	1.0	1	0.8086
A48.1	J86	legionella	empyema	3	0.006	0	1.0	1	0.6014
A48.1	J96.0	legionella	acute respiratory failure	7	0.005	0	1.0	1	0.6012
A48.1	N19	legionella	renal failure	1	0.017	1	0.8571428571428571	1	0.5762
A48.1	J17	legionella	influenza and pneumonia	1	0.3	1	1.0	0	0.4772666666666667
A48.1	J13	legionella	streptococcus pneumonia	1	0.006	1	1.0	0	0.40180000000000005
A48.1	L03.90	legionella	cellulitis	2	NA	0	0	1	0.4
A48.1	J15.9	legionella	bacterial pneumonia	3	0.0	0	0	1	0.4
A48.1	J85.2	legionella	lung abscess	7	0.0	0	0	1	0.4
A48.1	M00	legionella	septic arthritis	3	0.0	0	0	1	0.4
A48.1	J18	legionella	influenza and pneumonia	1	0.011	1	0.8214285714285714	0	0.37502857142857143
A48.1	I42	legionella	cardiomyopathy	1	0.015	1	0.4	0	0.30000000000000004
A48.1	J15	legionella	influenza and pneumonia	1	0.005	0	1.0	0	0.2683255605381166
A48.1	J67.9	legionella	alveolitis	1	0.0	0	0	1	0.2
A48.1	I33.9	legionella	endocarditis	11	0.0	0	0	0	0.2
A48.1	J01	legionella	sinusitis	1	0.0	0	0	1	0.2
A48.1	N17.1	legionella	acute cortical necrosis	1	0.0	0	0	1	0.2
A48.1	J10	legionella	influenza and pneumonia	1	0.0	0	1.0	0	0.2
A48.1	J12	legionella	influenza and pneumonia	1	0.0	0	1.0	0	0.2
A48.1	K85	legionella	acute pancreatitis	1	-0.001	0	0	1	0.2
A48.1	M19.90	legionella	arthritis	3	-0.001	0	0	0	0.2
A48.1	J42	legionella	chronic bronchitis	1	0.0	0	0	0	0.0006000000000000001
A48.1	J09	legionella	influenza and pneumonia	1	0.0	0	0	0	0.0
A48.1	J11	legionella	influenza and pneumonia	1	0.0	0	0	0	0.0
A48.1	J14	legionella	influenza and pneumonia	1	0.0	0	0	0	0.0
A48.1	J16	legionella	influenza and pneumonia	1	0.0	0	0	0	0.0
A48.1	I51.4	legionella	myocarditis	1	0.0	0	0	0	0.0
A48.1	G62.9	legionella	neuropathy	1	-0.001	0	0	0	0.0
G80	M41.4	cerebral palsy	neuromuscular scoliosis	4	0.041	1	1.0	1	0.8082
G80	G82.5	cerebral palsy	quadriplegia	5	0.008	1	1.0	0	0.6018000000000001
G80	G24	cerebral palsy	dystonia	23	0.025	1	0.7777777777777778	0	0.5616000000000001
G80	M41.9	cerebral palsy	scoliosis	5	0.014	1	0.7777777777777778	0	0.5593555555555556
G80	M81.0	cerebral palsy	osteoporosis	1	0.0	0	0	1	0.2
K73.9	K74.0	hepatitis	hepatic fibrosis	4	0.102	1	0.9375	1	0.8079000000000001
K73.9	C22.0	hepatitis	hepatocellular carcinoma	40	0.029	1	1.0	1	0.8058000000000001
K73.9	K72.1	hepatitis	end-stage liver disease	60	0.024	1	1.0	1	0.8048
K73.9	C22.9	hepatitis	liver cancer	13	0.008	1	1.0	1	0.8016000000000001
K73.9	E13	hepatitis	diabetes	3	0.006	1	1.0	1	0.8011999999999999
K73.9	G62.9	hepatitis	neuropathy	2	0.005	1	1.0	1	0.8009999999999999
K73.9	K81	hepatitis	acute cholecystitis	7	0.004	1	1.0	1	0.8008
K73.9	E10	hepatitis	diabetes	3	0.01	1	0.8571428571428571	1	0.7734285714285714
K73.9	K76.9	hepatitis	liver disease	192	0.024	1	0.7333333333333333	1	0.7514666666666667
K73.9	K76.6	hepatitis	portal hypertension	10	0.076	1	0.6774193548387096	1	0.7506838709677419
K73.9	E11	hepatitis	diabetes	3	0.013	1	0.5777777777777777	1	0.7191122362869198
K73.9	K83.1	hepatitis	cholestasis	5	0.002	0	1.0	1	0.6007442291491154
K73.9	D69.6	hepatitis	thrombocytopenia	2	0.014	1	0.9285714285714286	0	0.590036215334421
K73.9	D64.9	hepatitis	anemia	3	0.009	1	0.6538461538461539	0	0.5343333333333333
K73.9	K55.9	hepatitis	ischemic enterocolitis	1	0.016	1	0.5	1	0.5082
K73.9	K85	hepatitis	acute pancreatitis	5	-0.001	0	0.5	1	0.5018
K73.9	D58	hepatitis	hemolytic anemia	1	0.009	1	1.0	0	0.4032
K73.9	L43	hepatitis	lichen planus	2	0.007	1	0.0	0	0.4022
K73.9	N08	hepatitis	kidney disease	10	0.005	0	0.0	1	0.4016
K73.9	K81.0	hepatitis	gangrenous cholecystitis	1	0.003	0	1.0	1	0.4012
K73.9	B34.9	hepatitis	virus infection	5	0.001	0	1.0	0	0.4006
K73.9	K74.60	hepatitis	cirrhosis	394	NA	0	0	1	0.4
K73.9	E08	hepatitis	diabetes	3	NA	0	0	1	0.4
K73.9	E09	hepatitis	diabetes	3	NA	0	0	1	0.4
K73.9	E12	hepatitis	diabetes	3	0.0	0	0	1	0.4
K73.9	K72.91	hepatitis	hepatic coma	2	NA	0	0	1	0.4
K73.9	D89.1	hepatitis	cryoglobulinemia	18	0.0	0	0	1	0.4
K73.9	K76.82	hepatitis	hepatic encephalopathy	4	NA	0	0	1	0.4
K73.9	K85.9	hepatitis	pancreatitis	2	-0.001	0	0.0	1	0.4
K73.9	D59	hepatitis	hemolytic anemia	1	0.007	1	0.5	0	0.3174666666666667
K73.9	I42	hepatitis	cardiomyopathy	1	0.004	0	0.5	1	0.31251111111111113
K73.9	K74.69	hepatitis	micronodular cirrhosis	1	NA	0	0	1	0.2
K73.9	N03.2	hepatitis	membranous glomerulonephritis	2	0.0	0	0	0	0.2
K73.9	N04	hepatitis	nephrotic syndrome	3	0.0	0	0	0	0.2
K73.9	A69.22	hepatitis	polyneuropathy	2	NA	0	0	0	0.2
K73.9	I51.5	hepatitis	myocardial disease	1	0.0	0	0	1	0.2
K73.9	I67.4	hepatitis	hypertensive encephalopathy	1	0.0	0	0	1	0.2
K73.9	C25.2	hepatitis	pancreatic tumors	1	0.0	0	0	1	0.2
K73.9	E80.1	hepatitis	porphyria cutanea tarda	3	0.0	0	0	0	0.2
K73.9	I85.01	hepatitis	esophageal varices	1	NA	0	0	1	0.2
K73.9	N10	hepatitis	acute pyelonephritis	1	0.0	0	0	1	0.2
K73.9	G61.0	hepatitis	guillain-barre syndrome	3	0.0	0	0	0	0.2
K73.9	K82.1	hepatitis	hydrops of gallbladder	1	0.0	0	0	1	0.2
K73.9	C80.1	hepatitis	cancer	1	NA	0	0	1	0.2
K73.9	H16	hepatitis	keratitis	1	0.0	0	0.0	1	0.2
K73.9	I83.90	hepatitis	varices	1	NA	0	0	1	0.2
K73.9	D57	hepatitis	hemolytic anemia	1	0.0	0	0.6666666666666666	0	0.1998
K73.9	M35.0	hepatitis	sicca syndrome	1	0.003	0	0.0	0	0.13353333333333334
K73.9	T78.40	hepatitis	hypersensitivity	1	NA	0	0	0	0.0
K73.9	O41.14	hepatitis	placentitis	1	NA	0	0	0	0.0
K73.9	D55	hepatitis	hemolytic anemia	1	0.0	0	0	0	0.0
K73.9	D56	hepatitis	hemolytic anemia	1	0.0	0	0.0	0	0.0
K73.9	D61.81	hepatitis	pancytopenia	1	NA	0	0	0	0.0
K73.9	G58.7	hepatitis	mononeuritis multiplex	1	0.0	0	0	0	0.0
K73.9	A81.2	hepatitis	progressive multifocal leukoencephalopathy	1	0.0	0	0	0	0.0
K73.9	D76.1	hepatitis	hemophagocytic syndrome	1	0.0	0	0	0	0.0
K74.0	K76.6	hepatic fibrosis	portal hypertension	3	0.069	1	0.7037037037037037	1	0.7545407407407407
K74.0	C22.0	hepatic fibrosis	hepatocellular carcinoma	1	0.034	1	0.631578947368421	0	0.336512582781457
G96.0	G03	cerebrospinal fluid leak	meningitis	2	0.039	1	1.0	1	0.8078000000000001
A16	M79.3	tuberculosis	panniculitis	2	0.038	1	1.0	1	0.8076000000000001
A16	J98.4	tuberculosis	lung disease	3	0.015	1	0.8571428571428571	1	0.7744285714285715
A16	I31.3	tuberculosis	pericardial effusion	3	0.007	1	0.8333333333333334	1	0.7680666666666667
A16	J86	tuberculosis	empyema	7	0.021	1	0.6	1	0.7258769230769231
A16	N19	tuberculosis	renal failure	2	0.01	1	0.6	1	0.7234
A16	J94.8	tuberculosis	hydrothorax	3	0.015	1	0.5	1	0.7036
A16	K31.5	tuberculosis	duodenal obstruction	3	0.008	1	0.5	1	0.7018
A16	H30.9	tuberculosis	chorioretinitis	4	0.019	1	1.0	0	0.6042000000000001
A16	H46	tuberculosis	optic neuritis	1	0.009	1	1.0	1	0.6019925925925926
A16	E27.1	tuberculosis	addison 's disease	15	0.007	1	1.0	0	0.6016
A16	J93.1	tuberculosis	pneumothorax	1	0.007	1	1.0	1	0.6014
A16	J80	tuberculosis	adult respiratory distress syndrome	5	0.0	0	1.0	1	0.6002000000000001
A16	H20.9	tuberculosis	uveitis	6	0.0	0	1.0	1	0.6000000000000001
A16	M54.1	tuberculosis	radiculopathy	2	-0.001	0	1.0	1	0.6000000000000001
A16	D86	tuberculosis	sarcoidosis	1	0.017	1	0.8461538461538461	1	0.5744347826086957
A16	J47	tuberculosis	bronchiectasis	1	0.021	1	0.6956521739130435	1	0.5450571428571429
A16	N12	tuberculosis	interstitial nephritis	5	-0.001	0	0.7142857142857143	1	0.5447830508474576
A16	D64.9	tuberculosis	anemia	1	0.008	1	0.6511627906976745	1	0.5341333333333333
A16	I10	tuberculosis	hypertension	1	0.004	1	0.4	1	0.4936888888888889
A16	J38.6	tuberculosis	laryngostenosis	1	0.017	1	0.0	1	0.44100000000000006
A16	B44	tuberculosis	aspergillosis	1	0.015	1	1.0	0	0.40900000000000003
A16	H16	tuberculosis	keratitis	1	0.006	0	1.0	1	0.402
A16	K76.6	tuberculosis	portal hypertension	1	0.004	0	1.0	1	0.40140000000000003
A16	G51.0	tuberculosis	facial paralysis	3	0.003	0	1.0	0	0.4012
A16	K13.0	tuberculosis	cheilitis	1	0.003	0	1.0	1	0.401
A16	E16.2	tuberculosis	hypoglycemia	1	0.002	0	1.0	1	0.40080000000000005
A16	N32.89	tuberculosis	contracted bladder	4	NA	0	0	1	0.40040000000000003
A16	K56.609	tuberculosis	intestinal obstruction	5	NA	0	0	1	0.4
A16	J96.0	tuberculosis	acute respiratory failure	9	0.0	0	0	1	0.4
A16	N08	tuberculosis	kidney disease	2	0.0	0	0.0	1	0.4
A16	I31.4	tuberculosis	cardiac tamponade	3	NA	0	0	1	0.4
A16	G93.2	tuberculosis	benign intracranial hypertension	2	0.0	0	0	1	0.4
A16	J98.51	tuberculosis	mediastinitis	2	NA	0	0	1	0.4
A16	D73.3	tuberculosis	splenic abscess	4	0.0	0	0	1	0.4
A16	G03	tuberculosis	meningitis	3	0.0	0	0	1	0.4
A16	N16	tuberculosis	pyelonephritis	1	0.0	0	1.0	1	0.4
A16	M19.90	tuberculosis	arthritis	6	-0.001	0	0	1	0.4
A16	I72	tuberculosis	aneurysms	5	-0.001	0	1.0	0	0.4
A16	M70.6	tuberculosis	trochanteric bursitis	1	-0.001	0	1.0	1	0.4
A16	D69.6	tuberculosis	thrombocytopenia	1	0.002	0	0.75	1	0.3576756756756757
A16	G56.0	tuberculosis	carpal tunnel syndrome	3	-0.001	0	0.6	0	0.32917142857142856
A16	E83.52	tuberculosis	hypercalcemia	3	NA	0	0	0	0.2
A16	E85	tuberculosis	amyloidosis	7	0.0	0	0	0	0.2
A16	I89.8	tuberculosis	chylous ascites	1	0.0	0	0	1	0.2
A16	I27.81	tuberculosis	cor pulmonale	2	NA	0	0	0	0.2
A16	K83.3	tuberculosis	choledochoduodenal fistula	1	0.0	0	0	1	0.2
A16	G82.2	tuberculosis	paraplegia	5	0.0	0	0	0	0.2
A16	E27.2	tuberculosis	addisonian crisis	2	0.0	0	0	0	0.2
A16	D76.1	tuberculosis	hemophagocytic syndrome	4	0.0	0	0	0	0.2
A16	D75.81	tuberculosis	myelofibrosis	1	NA	0	0	1	0.2
A16	J43.8	tuberculosis	pulmonary emphysema	1	0.0	0	0	1	0.2
A16	D61.81	tuberculosis	pancytopenia	1	NA	0	0	1	0.2
A16	L03.213	tuberculosis	periorbital cellulitis	1	NA	0	0	1	0.2
A16	N18.6	tuberculosis	end-stage renal disease	1	NA	0	0	1	0.2
A16	K73.9	tuberculosis	hepatitis	1	0.0	0	0	1	0.2
A16	E23.2	tuberculosis	diabetes insipidus	1	0.0	0	0	1	0.2
A16	M02.3	tuberculosis	reactive arthritis	1	0.0	0	0	1	0.2
A16	I71.9	tuberculosis	aortic aneurysm	1	0.0	0	0	1	0.2
A16	E85.3	tuberculosis	secondary amyloidosis	2	0.0	0	0	0	0.2
A16	H66.9	tuberculosis	otitis media	1	0.0	0	0	1	0.2
A16	N91.1	tuberculosis	secondary amenorrhea	2	0.0	0	0	0	0.2
A16	D72.1	tuberculosis	eosinophilia	2	0.0	0	0.0	0	0.2
A16	H34.81	tuberculosis	central retinal vein occlusion	1	NA	0	0	1	0.2
A16	H35.71	tuberculosis	central serous chorioretinopathy	1	NA	0	0	1	0.2
A16	J05.10	tuberculosis	acute epiglottitis	1	NA	0	0	1	0.2
A16	L04	tuberculosis	lymphadenitis	1	0.0	0	1.0	0	0.2
A16	J93.12	tuberculosis	secondary spontaneous pneumothorax	1	NA	0	0	1	0.2
A16	K50.1	tuberculosis	crohn disease	1	-0.001	0	0.6666666666666666	0	0.1998
A16	I87.1	tuberculosis	vena cava syndrome	1	0.0	0	0	0	0.0
A16	H05.20	tuberculosis	proptosis	1	NA	0	0	0	0.0
A16	K31.1	tuberculosis	pyloric stenosis	1	0.0	0	0	0	0.0
A16	M77.9	tuberculosis	tendinitis	1	0.0	0	0	0	0.0
A16	E23.0	tuberculosis	hypopituitarism	1	0.0	0	0	0	0.0
A16	G82.5	tuberculosis	quadriplegia	1	0.0	0	0	0	0.0
A16	S12.8	tuberculosis	trachea	1	0.0	0	0	0	0.0
A16	A69.22	tuberculosis	polyneuropathy	1	NA	0	0	0	0.0
A16	Q43.0	tuberculosis	meckel 's diverticulum	1	0.0	0	0	0	0.0
A16	L60.3	tuberculosis	nail dystrophy	1	0.0	0	0	0	0.0
A16	L40.1	tuberculosis	acrodermatitis continua of hallopeau	1	0.0	0	0	0	0.0
A16	H33.2	tuberculosis	retinal detachment	1	-0.001	0	0	0	0.0
A16	M43.1	tuberculosis	spondylolisthesis	1	-0.001	0	0	0	0.0
H66.9	H70.9	otitis media	mastoiditis	2	0.078	1	0.96	1	0.8076000000000001
H66.9	G03	otitis media	meningitis	2	0.007	1	1.0	1	0.8014000000000001
H66.9	G00.1	otitis media	pneumococcal meningitis	1	0.053	1	1.0	1	0.6185457013574661
H66.9	G00	otitis media	bacterial meningitis	1	0.038	1	1.0	1	0.6088
H66.9	G51.0	otitis media	facial paralysis	3	0.025	1	0.9666666666666667	0	0.5998000000000001
H66.9	H90.5	otitis media	sensorineural hearing loss	3	0.013	1	0.8181818181818182	0	0.5674000000000001
